0	203.3
40	1320
80	4267
120	8363
160	1.218e+04
200	1.617e+04
240	2.231e+04
280	2.999e+04
320	3.919e+04
360	4.904e+04
400	5.978e+04
440	7.237e+04
480	8.553e+04
520	1.009e+05
560	1.158e+05
600	1.329e+05
640	1.506e+05
680	1.694e+05
720	1.896e+05
760	2.096e+05
800	2.341e+05
840	2.569e+05
880	2.818e+05
920	3.078e+05
960	3.329e+05
1000	3.609e+05
1040	3.913e+05
1080	4.229e+05
1120	4.58e+05
1160	4.851e+05
1200	5.199e+05
1240	5.551e+05
1280	5.951e+05
1320	6.265e+05
1360	6.753e+05
1400	7.071e+05
1440	7.465e+05
1480	7.852e+05
1520	8.306e+05
1560	8.726e+05
1600	9.199e+05
1640	9.558e+05
1680	1.011e+06
1720	1.058e+06
1760	1.11e+06
1800	1.166e+06
1840	1.207e+06
1880	1.264e+06
1920	1.314e+06
1960	1.37e+06
2000	1.43e+06
2040	1.488e+06
2080	1.546e+06
2120	1.608e+06
2160	1.658e+06
2200	1.727e+06
2240	1.785e+06
2280	1.846e+06
2320	1.919e+06
2360	1.976e+06
2400	2.047e+06
2440	2.111e+06
2480	2.184e+06
2520	2.26e+06
2560	2.33e+06
2600	2.4e+06
2640	2.475e+06
2680	2.559e+06
2720	2.619e+06
2760	2.704e+06
2800	2.781e+06
2840	2.861e+06
2880	2.936e+06
2920	3.02e+06
2960	3.101e+06
3000	3.187e+06
3040	3.268e+06
3080	3.355e+06
3120	3.456e+06
3160	3.534e+06
3200	3.622e+06
3240	3.708e+06
3280	3.794e+06
3320	3.901e+06
3360	3.999e+06
3400	4.087e+06
3440	4.193e+06
3480	4.272e+06
3520	4.387e+06
3560	4.472e+06
3600	4.586e+06
3640	4.694e+06
3680	4.772e+06
3720	4.904e+06
3760	4.996e+06
3800	5.104e+06
3840	5.195e+06
3880	5.322e+06
3920	5.435e+06
3960	5.544e+06
4000	5.644e+06
4040	5.762e+06
4080	5.875e+06
4120	5.985e+06
4160	6.121e+06
4200	6.232e+06
4240	6.329e+06
4280	6.47e+06
4320	6.574e+06
4360	6.718e+06
4400	6.839e+06
4440	6.958e+06
4480	7.073e+06
4520	7.191e+06
4560	7.339e+06
4600	7.466e+06
4640	7.595e+06
4680	7.729e+06
4720	7.856e+06
4760	7.97e+06
4800	8.114e+06
4840	8.244e+06
4880	8.382e+06
4920	8.52e+06
4960	8.643e+06
5000	8.815e+06
5040	8.917e+06
5080	9.075e+06
5120	9.223e+06
5160	9.378e+06
5200	9.537e+06
5240	9.685e+06
5280	9.819e+06
5320	9.94e+06
5360	1.008e+07
5400	1.028e+07
5440	1.041e+07
5480	1.059e+07
5520	1.071e+07
5560	1.088e+07
5600	1.104e+07
5640	1.119e+07
5680	1.135e+07
5720	1.151e+07
5760	1.164e+07
5800	1.182e+07
5840	1.199e+07
5880	1.213e+07
5920	1.232e+07
5960	1.256e+07
6000	1.266e+07
6040	1.292e+07
6080	1.311e+07
6120	1.317e+07
6160	1.34e+07
6200	1.35e+07
6240	1.371e+07
6280	1.393e+07
6320	1.411e+07
6360	1.426e+07
6400	1.441e+07
6440	1.455e+07
6480	1.481e+07
6520	1.493e+07
6560	1.515e+07
6600	1.535e+07
6640	1.557e+07
6680	1.567e+07
6720	1.587e+07
6760	1.607e+07
6800	1.624e+07
6840	1.645e+07
6880	1.66e+07
6920	1.683e+07
6960	1.7e+07
7000	1.719e+07
7040	1.741e+07
7080	1.759e+07
7120	1.779e+07
7160	1.8e+07
7200	1.819e+07
7240	1.838e+07
7280	1.858e+07
7320	1.881e+07
7360	1.898e+07
7400	1.924e+07
7440	1.943e+07
7480	1.965e+07
7520	1.986e+07
7560	2.004e+07
7600	2.027e+07
7640	2.049e+07
7680	2.063e+07
7720	2.095e+07
7760	2.116e+07
7800	2.133e+07
7840	2.16e+07
7880	2.183e+07
7920	2.205e+07
7960	2.225e+07
