0	143.3
40	970
80	3907
120	8430
160	1.471e+04
200	1.98e+04
240	2.263e+04
280	3.004e+04
320	3.945e+04
360	4.975e+04
400	6.011e+04
440	7.295e+04
480	8.66e+04
520	1.015e+05
560	1.16e+05
600	1.341e+05
640	1.515e+05
680	1.704e+05
720	1.905e+05
760	2.127e+05
800	2.351e+05
840	2.575e+05
880	2.823e+05
920	3.082e+05
960	3.354e+05
1000	3.646e+05
1040	4.004e+05
1080	4.315e+05
1120	4.63e+05
1160	4.967e+05
1200	5.223e+05
1240	5.674e+05
1280	6.023e+05
1320	6.412e+05
1360	6.698e+05
1400	7.098e+05
1440	7.497e+05
1480	8.048e+05
1520	8.348e+05
1560	8.731e+05
1600	9.198e+05
1640	9.641e+05
1680	1.022e+06
1720	1.068e+06
1760	1.121e+06
1800	1.162e+06
1840	1.236e+06
1880	1.289e+06
1920	1.335e+06
1960	1.396e+06
2000	1.436e+06
2040	1.494e+06
2080	1.551e+06
2120	1.607e+06
2160	1.668e+06
2200	1.73e+06
2240	1.802e+06
2280	1.862e+06
2320	1.919e+06
2360	1.99e+06
2400	2.062e+06
2440	2.135e+06
2480	2.197e+06
2520	2.262e+06
2560	2.338e+06
2600	2.424e+06
2640	2.486e+06
2680	2.564e+06
2720	2.638e+06
2760	2.721e+06
2800	2.799e+06
2840	2.88e+06
2880	2.956e+06
2920	3.046e+06
2960	3.133e+06
3000	3.203e+06
3040	3.296e+06
3080	3.375e+06
3120	3.457e+06
3160	3.558e+06
3200	3.642e+06
3240	3.735e+06
3280	3.84e+06
3320	3.929e+06
3360	4.024e+06
3400	4.127e+06
3440	4.215e+06
3480	4.308e+06
3520	4.409e+06
3560	4.522e+06
3600	4.61e+06
3640	4.702e+06
3680	4.821e+06
3720	4.931e+06
3760	5.012e+06
3800	5.13e+06
3840	5.23e+06
3880	5.348e+06
3920	5.459e+06
3960	5.573e+06
4000	5.667e+06
4040	5.812e+06
4080	5.91e+06
4120	6.051e+06
4160	6.136e+06
4200	6.258e+06
4240	6.386e+06
4280	6.479e+06
4320	6.618e+06
4360	6.742e+06
4400	6.867e+06
4440	6.981e+06
4480	7.124e+06
4520	7.233e+06
4560	7.359e+06
4600	7.509e+06
4640	7.618e+06
4680	7.753e+06
4720	7.902e+06
4760	8.031e+06
4800	8.167e+06
4840	8.305e+06
4880	8.443e+06
4920	8.62e+06
4960	8.736e+06
5000	8.876e+06
5040	9.021e+06
5080	9.235e+06
5120	9.341e+06
5160	9.554e+06
5200	9.702e+06
5240	9.738e+06
5280	9.886e+06
5320	1.004e+07
5360	1.02e+07
5400	1.033e+07
5440	1.047e+07
5480	1.063e+07
5520	1.082e+07
5560	1.099e+07
5600	1.115e+07
5640	1.127e+07
5680	1.141e+07
5720	1.163e+07
5760	1.182e+07
5800	1.199e+07
5840	1.21e+07
5880	1.225e+07
5920	1.238e+07
5960	1.266e+07
6000	1.273e+07
6040	1.291e+07
6080	1.31e+07
6120	1.325e+07
6160	1.341e+07
6200	1.36e+07
6240	1.379e+07
6280	1.398e+07
6320	1.415e+07
6360	1.43e+07
6400	1.448e+07
6440	1.469e+07
6480	1.486e+07
6520	1.5e+07
6560	1.521e+07
6600	1.537e+07
6640	1.559e+07
6680	1.576e+07
6720	1.593e+07
6760	1.613e+07
6800	1.63e+07
6840	1.652e+07
6880	1.667e+07
6920	1.694e+07
6960	1.728e+07
7000	1.736e+07
7040	1.757e+07
7080	1.776e+07
7120	1.794e+07
7160	1.813e+07
7200	1.829e+07
7240	1.849e+07
7280	1.873e+07
7320	1.901e+07
7360	1.912e+07
7400	1.934e+07
7440	1.955e+07
7480	1.972e+07
7520	1.995e+07
7560	2.016e+07
7600	2.039e+07
7640	2.062e+07
7680	2.085e+07
7720	2.113e+07
7760	2.129e+07
7800	2.151e+07
7840	2.172e+07
7880	2.187e+07
7920	2.212e+07
7960	2.244e+07
