0	116.7
40	1707
80	5287
120	6967
160	1.665e+04
200	1.873e+04
240	2.168e+04
280	2.985e+04
320	5.095e+04
360	5.425e+04
400	5.727e+04
440	6.09e+04
480	6.663e+04
520	7.32e+04
560	9.348e+04
600	1.303e+05
640	1.541e+05
680	1.597e+05
720	1.646e+05
760	1.691e+05
800	1.744e+05
840	1.793e+05
880	1.857e+05
920	1.934e+05
960	2.028e+05
1000	2.11e+05
1040	2.216e+05
1080	2.381e+05
1120	2.805e+05
1160	3.365e+05
1200	3.944e+05
1240	4.479e+05
1280	4.671e+05
1320	4.752e+05
1360	4.83e+05
1400	4.899e+05
1440	4.984e+05
1480	5.045e+05
1520	5.119e+05
1560	5.205e+05
1600	5.276e+05
1640	5.356e+05
1680	5.431e+05
1720	5.501e+05
1760	5.611e+05
1800	5.726e+05
1840	5.847e+05
1880	5.97e+05
1920	6.124e+05
1960	6.246e+05
2000	6.412e+05
2040	6.516e+05
2080	6.667e+05
2120	6.86e+05
2160	7.199e+05
2200	7.733e+05
2240	8.368e+05
2280	9.291e+05
2320	1.002e+06
2360	1.101e+06
2400	1.187e+06
2440	1.262e+06
2480	1.334e+06
2520	1.376e+06
2560	1.408e+06
2600	1.423e+06
2640	1.433e+06
2680	1.446e+06
2720	1.459e+06
2760	1.479e+06
2800	1.482e+06
2840	1.493e+06
2880	1.502e+06
2920	1.518e+06
2960	1.527e+06
3000	1.543e+06
3040	1.547e+06
3080	1.556e+06
3120	1.57e+06
3160	1.581e+06
3200	1.595e+06
3240	1.603e+06
3280	1.623e+06
3320	1.625e+06
3360	1.635e+06
3400	1.646e+06
3440	1.661e+06
3480	1.674e+06
3520	1.697e+06
3560	1.708e+06
3600	1.728e+06
3640	1.746e+06
3680	1.759e+06
3720	1.777e+06
3760	1.804e+06
3800	1.824e+06
3840	1.839e+06
3880	1.857e+06
3920	1.875e+06
3960	1.901e+06
4000	1.912e+06
4040	1.93e+06
4080	1.954e+06
4120	1.978e+06
4160	2.004e+06
4200	2.034e+06
4240	2.067e+06
4280	2.101e+06
4320	2.161e+06
4360	2.26e+06
4400	2.347e+06
4440	2.428e+06
4480	2.546e+06
4520	2.668e+06
4560	2.785e+06
4600	2.897e+06
4640	3.035e+06
4680	3.173e+06
4720	3.294e+06
4760	3.43e+06
4800	3.568e+06
4840	3.675e+06
4880	3.791e+06
4920	3.881e+06
4960	3.976e+06
5000	4.068e+06
5040	4.133e+06
5080	4.189e+06
5120	4.237e+06
5160	4.251e+06
5200	4.287e+06
5240	4.289e+06
5280	4.319e+06
5320	4.335e+06
5360	4.343e+06
5400	4.373e+06
5440	4.382e+06
5480	4.42e+06
5520	4.426e+06
5560	4.441e+06
5600	4.455e+06
5640	4.473e+06
5680	4.502e+06
5720	4.509e+06
5760	4.51e+06
5800	4.527e+06
5840	4.558e+06
5880	4.563e+06
5920	4.592e+06
5960	4.59e+06
6000	4.61e+06
6040	4.632e+06
6080	4.64e+06
6120	4.666e+06
6160	4.677e+06
6200	4.697e+06
6240	4.718e+06
6280	4.748e+06
6320	4.764e+06
6360	4.778e+06
6400	4.78e+06
6440	4.82e+06
6480	4.841e+06
6520	4.845e+06
6560	4.853e+06
6600	4.863e+06
6640	4.887e+06
6680	4.901e+06
6720	4.924e+06
6760	4.928e+06
6800	4.956e+06
6840	4.965e+06
6880	4.996e+06
6920	5.009e+06
6960	5.041e+06
7000	5.047e+06
7040	5.088e+06
7080	5.121e+06
7120	5.156e+06
7160	5.166e+06
7200	5.196e+06
7240	5.213e+06
7280	5.254e+06
7320	5.269e+06
7360	5.307e+06
7400	5.328e+06
7440	5.358e+06
7480	5.377e+06
7520	5.414e+06
7560	5.455e+06
7600	5.471e+06
7640	5.519e+06
7680	5.542e+06
7720	5.574e+06
7760	5.592e+06
7800	5.628e+06
7840	5.651e+06
7880	5.681e+06
7920	5.716e+06
7960	5.73e+06
